schwebung 39.2cm
53.842 -0.005 0.469
53.867 0.017 0.104
53.892 -0.050 -0.212
53.917 -0.116 -0.552
53.942 -0.250 -0.819
53.967 -0.316 -1.038
53.992 -0.405 -1.232
54.017 -0.472 -1.427
54.042 -0.605 -1.548
54.067 -0.716 -1.670
54.092 -0.916 -1.670
54.117 -1.004 -1.742
54.142 -1.138 -1.694
54.167 -1.337 -1.621
54.192 -1.426 -1.548
54.217 -1.582 -1.451
54.242 -1.737 -1.256
54.267 -1.848 -1.062
54.292 -1.981 -0.819
54.317 -2.114 -0.600
54.342 -2.248 -0.333
54.367 -2.314 -0.066
54.392 -2.381 0.274
54.417 -2.470 0.590
54.442 -2.581 0.955
54.467 -2.558 1.295
54.492 -2.581 1.635
54.517 -2.558 1.902
54.542 -2.581 2.267
54.567 -2.581 2.583
54.592 -2.558 2.874
54.617 -2.447 3.166
54.642 -2.381 3.433
54.667 -2.292 3.652
54.692 -2.159 3.919
54.717 -2.003 4.090
54.742 -1.915 4.187
54.767 -1.759 4.284
54.792 -1.559 4.430
54.817 -1.337 4.527
54.842 -1.204 4.503
54.867 -0.960 4.551
54.892 -0.827 4.503
54.917 -0.605 4.357
54.942 -0.449 4.308
54.967 -0.272 4.211
54.992 -0.050 4.017
55.017 0.106 3.871
55.042 0.283 3.701
55.067 0.461 3.433
55.092 0.572 3.288
55.117 0.661 3.045
55.142 0.727 2.777
55.167 0.838 2.510
55.192 0.971 2.291
55.217 0.971 2.024
55.242 0.971 1.781
55.267 0.994 1.562
55.292 0.927 1.319
55.317 0.883 1.052
55.342 0.860 0.858
55.367 0.727 0.663
55.392 0.594 0.493
55.417 0.416 0.323
55.442 0.261 0.153
55.467 0.172 0.031
55.492 -0.072 0.007
55.517 -0.250 -0.090
55.542 -0.516 -0.187
55.567 -0.649 -0.236
55.592 -0.893 -0.236
55.617 -1.093 -0.187
55.642 -1.382 -0.163
55.667 -1.559 -0.139
55.692 -1.826 -0.066
55.717 -2.048 0.056
55.742 -2.181 0.201
55.767 -2.381 0.323
55.792 -2.603 0.469
55.817 -2.714 0.590
55.842 -2.936 0.760
55.867 -3.025 0.858
55.892 -3.136 1.101
55.917 -3.202 1.222
55.942 -3.269 1.416
55.967 -3.291 1.587
55.992 -3.335 1.732
56.017 -3.202 1.854
56.042 -3.202 2.048
56.067 -3.158 2.194
56.092 -3.113 2.291
56.117 -2.936 2.389
56.142 -2.825 2.534
56.167 -2.603 2.583
56.192 -2.536 2.631
56.217 -2.270 2.656
56.242 -2.048 2.704
56.267 -1.826 2.680
56.292 -1.626 2.729
56.317 -1.382 2.680
56.342 -1.093 2.729
56.367 -0.849 2.680
56.392 -0.627 2.607
56.417 -0.294 2.631
56.442 -0.072 2.559
56.467 0.150 2.510
56.492 0.372 2.486
56.517 0.572 2.364
56.542 0.772 2.340
56.567 0.905 2.218
56.592 1.082 2.194
56.617 1.171 2.097
56.642 1.260 2.024
56.667 1.393 2.024
56.692 1.415 1.902
56.717 1.460 1.830
56.742 1.415 1.805
56.767 1.393 1.732
56.792 1.327 1.781
56.817 1.216 1.732
56.842 1.082 1.659
56.867 0.971 1.684
56.892 0.794 1.659
56.917 0.638 1.611
56.942 0.394 1.611
56.967 0.217 1.635
56.992 0.017 1.659
57.017 -0.250 1.708
57.042 -0.494 1.757
57.067 -0.782 1.757
57.092 -1.049 1.805
57.117 -1.293 1.830
57.142 -1.515 1.830
57.167 -1.781 1.805
57.192 -2.048 1.805
57.217 -2.292 1.854
57.242 -2.470 1.902
57.267 -2.669 1.854
57.292 -2.914 1.854
57.317 -3.002 1.805
57.342 -3.113 1.854
57.367 -3.224 1.805
57.392 -3.313 1.805
57.417 -3.402 1.732
57.442 -3.402 1.732
57.467 -3.402 1.635
57.492 -3.380 1.587
57.517 -3.335 1.538
57.542 -3.269 1.416
57.567 -3.180 1.271
57.592 -3.047 1.222
57.617 -2.936 1.149
57.642 -2.736 1.101
57.667 -2.536 1.028
57.692 -2.425 0.955
57.717 -2.137 0.882
57.742 -1.981 0.785
57.767 -1.648 0.809
57.792 -1.471 0.760
57.817 -1.182 0.615
57.842 -0.938 0.639
57.867 -0.627 0.687
57.892 -0.427 0.590
57.917 -0.227 0.639
57.942 0.017 0.663
57.967 0.217 0.712
57.992 0.439 0.809
58.017 0.572 0.882
58.042 0.772 0.979
58.067 0.905 1.076
58.092 1.016 1.198
58.117 1.193 1.319
58.142 1.193 1.514
58.167 1.193 1.587
58.192 1.282 1.781
58.217 1.238 1.902
58.242 1.238 2.097
58.267 1.193 2.243
58.292 1.105 2.461
58.317 0.994 2.583
58.342 0.860 2.826
58.367 0.727 2.947
58.392 0.550 3.045
58.417 0.372 3.190
58.442 0.128 3.336
58.467 -0.072 3.458
58.492 -0.227 3.531
58.517 -0.472 3.555
58.542 -0.716 3.676
58.567 -0.960 3.701
58.592 -1.182 3.701
58.617 -1.382 3.701
58.642 -1.559 3.676
58.667 -1.781 3.603
58.692 -1.959 3.555
58.717 -2.248 3.433
58.742 -2.359 3.312
58.767 -2.514 3.190
58.792 -2.603 2.996
58.817 -2.714 2.874
58.842 -2.847 2.656
58.867 -2.891 2.389
58.892 -2.936 2.121
58.917 -2.936 1.927
58.942 -2.958 1.659
58.967 -2.936 1.392
58.992 -2.914 1.101
59.017 -2.847 0.882
59.042 -2.780 0.615
59.067 -2.647 0.323
59.092 -2.558 0.129
59.117 -2.425 -0.090
59.142 -2.292 -0.284
59.167 -2.114 -0.455
59.192 -1.937 -0.673
59.217 -1.759 -0.795
59.242 -1.604 -0.965
59.267 -1.448 -1.062
59.292 -1.249 -1.038
59.317 -1.027 -1.086
59.342 -0.871 -1.086
59.367 -0.716 -1.038
59.392 -0.449 -1.013
59.417 -0.338 -0.868
59.442 -0.161 -0.746
59.467 -0.050 -0.552
59.492 0.039 -0.382
59.517 0.194 -0.212
59.542 0.305 0.080
59.567 0.350 0.323
59.592 0.416 0.615
59.617 0.461 0.906
59.642 0.550 1.246
59.667 0.505 1.514
59.692 0.505 1.878
59.717 0.461 2.218
59.742 0.416 2.559
59.767 0.372 2.826
59.792 0.305 3.190
59.817 0.217 3.482
59.842 0.106 3.749
59.867 0.017 4.065
59.892 -0.094 4.308
59.917 -0.227 4.503
59.942 -0.405 4.721
59.967 -0.538 4.916
59.992 -0.649 5.013
60.017 -0.805 5.110
60.042 -0.938 5.134
60.067 -1.027 5.183
60.092 -1.204 5.159
60.117 -1.293 5.086
60.142 -1.493 4.964
60.167 -1.604 4.818
60.192 -1.670 4.673
60.217 -1.737 4.478
60.242 -1.804 4.235
60.267 -1.848 3.944
60.292 -1.892 3.628
60.317 -1.981 3.288
60.342 -1.981 2.947
60.367 -2.070 2.534
60.392 -2.070 2.170
60.417 -1.981 1.805
60.442 -1.981 1.416
60.467 -1.981 1.101
60.492 -1.937 0.639
60.517 -1.892 0.274
60.542 -1.804 -0.090
60.567 -1.759 -0.430
60.592 -1.759 -0.770
60.617 -1.648 -1.013
60.642 -1.515 -1.281
60.667 -1.471 -1.548
60.692 -1.404 -1.742
60.717 -1.315 -1.913
60.742 -1.204 -2.058
60.767 -1.138 -2.107
60.792 -1.138 -2.107
60.817 -1.027 -2.107
60.842 -0.893 -2.058
60.867 -0.893 -2.010
60.892 -0.827 -1.791
60.917 -0.782 -1.645
60.942 -0.716 -1.451
60.967 -0.671 -1.208
60.992 -0.649 -0.941
61.017 -0.649 -0.600
61.042 -0.649 -0.309
61.067 -0.605 0.104
61.092 -0.538 0.469
61.117 -0.494 0.882
61.142 -0.560 1.271
61.167 -0.560 1.732
61.192 -0.583 2.121
61.217 -0.649 2.583
61.242 -0.694 2.947
61.267 -0.671 3.312
61.292 -0.694 3.725
61.317 -0.760 4.065
61.342 -0.805 4.405
61.367 -0.827 4.697
61.392 -0.893 4.940
61.417 -0.960 5.207
61.442 -0.893 5.426
61.467 -0.916 5.572
61.493 -0.938 5.718
61.518 -0.938 5.742
61.543 -1.027 5.766
61.568 -1.004 5.718
61.593 -1.004 5.620
61.618 -1.049 5.523
61.643 -1.049 5.402
61.668 -1.027 5.159
61.693 -0.982 4.916
61.718 -1.004 4.648
61.743 -0.982 4.357
61.768 -0.871 3.968
61.793 -0.916 3.676
61.818 -0.893 3.288
61.843 -0.849 2.874
61.868 -0.871 2.461
61.893 -0.827 2.024
61.918 -0.805 1.587
61.943 -0.805 1.125
61.968 -0.782 0.712
61.993 -0.827 0.323
62.018 -0.760 -0.090
62.043 -0.760 -0.382
62.068 -0.782 -0.770
62.093 -0.849 -1.062
62.118 -0.849 -1.329
62.143 -0.805 -1.572
62.168 -0.827 -1.791
62.193 -0.871 -1.937
62.218 -0.938 -2.058
62.243 -0.982 -2.131
62.268 -1.004 -2.228
62.293 -1.115 -2.180
62.318 -1.115 -2.156
62.343 -1.160 -2.034
62.368 -1.204 -1.937
62.393 -1.293 -1.742
62.418 -1.360 -1.572
62.443 -1.360 -1.281
62.468 -1.471 -1.038
62.493 -1.604 -0.746
62.518 -1.648 -0.357
62.543 -1.648 0.007
62.568 -1.715 0.323
62.593 -1.759 0.736
62.618 -1.737 1.125
62.643 -1.804 1.562
62.668 -1.804 1.975
62.693 -1.781 2.340
62.718 -1.804 2.729
62.743 -1.804 3.069
62.768 -1.781 3.458
62.793 -1.759 3.846
62.818 -1.737 4.114
62.843 -1.626 4.430
62.868 -1.559 4.624
62.893 -1.493 4.843
62.918 -1.426 5.013
62.943 -1.382 5.207
62.968 -1.249 5.280
62.993 -1.138 5.353
63.018 -1.049 5.353
63.043 -0.916 5.329
63.068 -0.782 5.256
63.093 -0.649 5.159
