schwebung 19.2cm
80.535 -1.249 1.368
80.560 -1.293 1.708
80.585 -1.249 2.000
80.610 -1.271 2.291
80.635 -1.182 2.680
80.660 -1.138 2.923
80.685 -1.138 3.117
80.710 -1.071 3.361
80.735 -1.049 3.603
80.760 -0.982 3.822
80.785 -0.960 3.968
80.810 -0.893 4.065
80.835 -0.827 4.187
80.860 -0.694 4.235
80.885 -0.716 4.235
80.910 -0.649 4.260
80.935 -0.583 4.308
80.960 -0.494 4.187
80.985 -0.405 4.090
81.010 -0.316 3.992
81.035 -0.294 3.846
81.060 -0.205 3.676
81.085 -0.205 3.482
81.110 -0.116 3.239
81.135 -0.050 3.020
81.160 -0.072 2.753
81.185 -0.005 2.437
81.210 -0.005 2.170
81.235 0.017 1.854
81.260 0.039 1.562
81.285 -0.005 1.198
81.310 0.083 0.906
81.335 0.083 0.566
81.360 0.083 0.323
81.385 0.017 0.007
81.410 -0.050 -0.284
81.435 -0.050 -0.527
81.460 -0.050 -0.819
81.485 -0.094 -1.062
81.510 -0.205 -1.378
81.535 -0.227 -1.499
81.560 -0.272 -1.645
81.585 -0.338 -1.815
81.610 -0.427 -1.961
81.635 -0.538 -2.058
81.660 -0.560 -2.058
81.685 -0.649 -2.058
81.710 -0.716 -2.058
81.735 -0.805 -2.058
81.760 -0.916 -1.961
81.785 -0.982 -1.864
81.810 -0.982 -1.718
81.835 -1.160 -1.548
81.860 -1.204 -1.402
81.885 -1.249 -1.208
81.910 -1.315 -1.013
81.935 -1.360 -0.746
81.960 -1.404 -0.479
81.985 -1.426 -0.236
82.010 -1.426 0.056
82.035 -1.471 0.372
82.060 -1.493 0.615
82.085 -1.537 0.955
82.110 -1.515 1.295
82.135 -1.537 1.611
82.160 -1.448 1.878
82.185 -1.404 2.097
82.210 -1.382 2.461
82.235 -1.360 2.729
82.260 -1.315 3.020
82.285 -1.315 3.142
82.310 -1.182 3.336
82.335 -1.093 3.555
82.360 -1.027 3.701
82.385 -0.960 3.822
82.410 -0.916 3.919
82.435 -0.805 4.065
82.460 -0.716 4.114
82.485 -0.627 4.138
82.510 -0.494 4.090
82.535 -0.449 4.041
82.560 -0.338 3.919
82.585 -0.272 3.822
82.610 -0.183 3.749
82.635 -0.116 3.579
82.660 0.017 3.433
82.685 0.061 3.215
82.710 0.083 2.947
82.735 0.172 2.704
82.760 0.172 2.486
82.785 0.239 2.170
82.810 0.261 1.951
82.835 0.350 1.659
82.860 0.350 1.319
82.885 0.328 1.028
82.910 0.283 0.663
82.935 0.283 0.469
82.960 0.217 0.153
82.985 0.217 -0.114
83.010 0.150 -0.382
83.035 0.128 -0.600
83.060 0.061 -0.843
83.085 -0.005 -1.062
83.110 -0.072 -1.281
83.135 -0.161 -1.402
83.160 -0.205 -1.548
83.185 -0.338 -1.694
83.210 -0.405 -1.767
83.235 -0.516 -1.767
83.260 -0.583 -1.864
83.285 -0.671 -1.864
83.310 -0.827 -1.888
83.335 -0.938 -1.840
83.360 -1.049 -1.694
83.385 -1.093 -1.621
83.410 -1.138 -1.499
83.435 -1.249 -1.329
83.460 -1.315 -1.111
83.485 -1.382 -0.941
83.510 -1.471 -0.746
83.535 -1.493 -0.430
83.560 -1.604 -0.212
83.585 -1.648 0.056
83.610 -1.604 0.299
83.635 -1.670 0.566
83.660 -1.693 0.882
83.685 -1.693 1.149
83.710 -1.648 1.489
83.735 -1.670 1.708
83.760 -1.648 2.000
83.785 -1.604 2.316
83.810 -1.559 2.486
83.835 -1.515 2.729
83.860 -1.448 2.923
83.885 -1.315 3.190
83.910 -1.271 3.336
83.935 -1.160 3.433
83.960 -1.049 3.579
83.985 -0.938 3.701
84.010 -0.827 3.774
84.035 -0.782 3.798
84.060 -0.627 3.871
84.085 -0.538 3.846
84.110 -0.472 3.822
84.135 -0.272 3.774
84.160 -0.227 3.676
84.185 -0.094 3.506
84.210 -0.050 3.433
84.235 -0.005 3.239
84.260 0.150 3.069
84.285 0.217 2.899
84.310 0.328 2.704
84.335 0.394 2.389
84.360 0.394 2.194
84.385 0.416 1.902
84.410 0.527 1.659
84.435 0.572 1.416
84.460 0.505 1.125
84.485 0.527 0.833
84.510 0.483 0.615
84.535 0.527 0.347
84.560 0.416 0.056
84.585 0.416 -0.163
84.610 0.305 -0.382
84.635 0.217 -0.625
84.660 0.150 -0.819
84.685 0.106 -0.941
84.710 -0.050 -1.159
84.735 -0.161 -1.281
84.760 -0.272 -1.378
84.785 -0.361 -1.499
84.810 -0.472 -1.524
84.835 -0.583 -1.621
84.860 -0.738 -1.597
84.885 -0.871 -1.572
84.910 -1.004 -1.597
84.935 -1.115 -1.548
84.960 -1.182 -1.427
84.985 -1.271 -1.281
85.010 -1.426 -1.135
85.035 -1.471 -1.013
85.060 -1.537 -0.770
85.085 -1.648 -0.576
85.110 -1.715 -0.406
85.135 -1.781 -0.236
85.160 -1.781 0.080
85.185 -1.781 0.274
85.210 -1.892 0.590
85.235 -1.937 0.785
85.260 -1.915 1.052
85.285 -1.870 1.319
85.310 -1.892 1.587
85.335 -1.781 1.830
85.360 -1.759 2.097
85.385 -1.693 2.340
85.410 -1.670 2.559
85.435 -1.604 2.753
85.460 -1.471 2.899
85.485 -1.426 2.996
85.510 -1.315 3.215
85.535 -1.160 3.312
85.560 -1.071 3.433
85.585 -0.938 3.506
85.610 -0.827 3.603
85.635 -0.649 3.628
85.660 -0.560 3.579
85.685 -0.427 3.555
85.710 -0.250 3.531
85.735 -0.116 3.458
85.760 -0.050 3.385
85.785 0.083 3.239
85.810 0.150 3.093
85.835 0.283 2.947
85.860 0.394 2.753
85.885 0.483 2.583
85.910 0.550 2.364
85.935 0.638 2.121
85.960 0.638 1.902
85.985 0.683 1.659
86.010 0.727 1.489
86.035 0.683 1.198
86.060 0.594 0.955
86.085 0.616 0.687
86.110 0.594 0.517
86.135 0.572 0.250
86.160 0.527 0.007
86.185 0.416 -0.260
86.210 0.350 -0.333
86.235 0.283 -0.576
86.260 0.239 -0.746
86.285 0.106 -0.941
86.310 -0.050 -0.989
86.335 -0.116 -1.135
86.360 -0.272 -1.159
86.385 -0.383 -1.281
86.410 -0.516 -1.281
86.435 -0.649 -1.305
86.460 -0.827 -1.329
86.485 -1.004 -1.305
86.510 -1.138 -1.281
86.535 -1.271 -1.184
86.560 -1.404 -1.062
86.585 -1.493 -0.965
86.610 -1.670 -0.868
86.635 -1.737 -0.673
86.660 -1.759 -0.455
86.685 -1.848 -0.309
86.710 -1.959 -0.066
86.735 -2.003 0.153
86.760 -1.981 0.372
86.785 -2.048 0.493
86.810 -2.092 0.809
86.835 -2.070 0.979
86.860 -2.048 1.246
86.885 -2.048 1.465
86.910 -1.959 1.635
86.935 -1.892 1.878
86.960 -1.870 2.097
86.985 -1.826 2.243
87.010 -1.737 2.486
87.035 -1.582 2.583
87.060 -1.515 2.802
87.085 -1.404 2.874
87.110 -1.249 3.069
87.135 -1.115 3.117
87.160 -0.982 3.166
87.185 -0.849 3.239
87.210 -0.671 3.312
87.235 -0.516 3.288
87.260 -0.427 3.336
87.285 -0.272 3.288
87.310 -0.161 3.190
87.335 0.017 3.142
87.360 0.128 3.020
87.385 0.239 2.874
87.410 0.350 2.753
87.435 0.461 2.559
87.460 0.594 2.461
87.485 0.661 2.267
87.510 0.705 2.097
87.535 0.794 1.878
87.560 0.772 1.757
87.585 0.838 1.489
87.610 0.816 1.246
87.635 0.838 1.003
87.660 0.860 0.858
87.685 0.838 0.639
87.710 0.772 0.469
87.735 0.683 0.226
87.760 0.550 0.080
87.785 0.572 -0.187
87.810 0.416 -0.333
87.835 0.350 -0.455
87.860 0.194 -0.576
87.885 0.106 -0.698
87.910 -0.072 -0.770
87.935 -0.227 -0.843
87.960 -0.383 -0.892
87.985 -0.538 -1.038
88.010 -0.760 -0.965
88.035 -0.827 -0.965
88.060 -0.982 -0.941
88.085 -1.115 -0.916
88.110 -1.337 -0.892
88.135 -1.404 -0.795
88.160 -1.537 -0.698
88.185 -1.626 -0.600
88.210 -1.804 -0.503
88.235 -1.892 -0.357
88.260 -1.981 -0.163
88.285 -2.026 0.031
88.310 -2.092 0.201
88.335 -2.159 0.347
88.360 -2.225 0.566
88.385 -2.181 0.712
88.410 -2.225 0.930
88.435 -2.225 1.125
88.460 -2.159 1.392
88.485 -2.092 1.514
88.510 -2.092 1.708
88.535 -1.959 1.854
88.560 -1.848 2.048
88.585 -1.826 2.194
88.610 -1.693 2.340
88.635 -1.582 2.461
88.660 -1.493 2.534
88.685 -1.360 2.631
88.710 -1.204 2.802
88.735 -1.071 2.826
88.760 -0.893 2.874
88.785 -0.716 2.923
88.810 -0.516 2.972
88.835 -0.383 2.947
88.860 -0.294 2.972
88.885 -0.094 2.923
88.910 0.061 2.850
88.935 0.194 2.729
88.960 0.261 2.607
88.985 0.461 2.510
89.010 0.616 2.413
89.035 0.705 2.267
89.060 0.794 2.097
89.085 0.883 1.975
89.110 0.927 1.830
89.135 0.971 1.659
89.160 0.949 1.514
89.185 0.994 1.271
89.210 0.971 1.125
89.235 0.994 0.955
89.260 0.905 0.785
89.285 0.905 0.590
89.310 0.838 0.469
89.335 0.816 0.250
89.360 0.638 0.080
89.385 0.550 -0.041
89.410 0.439 -0.114
89.435 0.283 -0.260
89.460 0.172 -0.333
89.485 0.039 -0.430
89.510 -0.161 -0.503
89.535 -0.294 -0.576
89.560 -0.494 -0.600
89.585 -0.649 -0.625
89.610 -0.849 -0.625
89.635 -0.938 -0.625
89.660 -1.115 -0.625
89.685 -1.226 -0.552
89.710 -1.404 -0.479
89.735 -1.582 -0.406
89.760 -1.737 -0.406
89.785 -1.826 -0.309
89.810 -1.981 -0.212
89.835 -2.070 -0.066
89.860 -2.159 0.104
89.885 -2.181 0.177
89.910 -2.292 0.372
89.935 -2.292 0.542
89.960 -2.336 0.736
89.985 -2.314 0.882
90.010 -2.314 1.003
90.035 -2.292 1.149
90.060 -2.270 1.368
90.085 -2.181 1.489
90.110 -2.114 1.635
90.135 -2.048 1.732
90.160 -1.937 1.927
90.185 -1.826 2.024
90.210 -1.670 2.218
90.235 -1.493 2.267
90.260 -1.382 2.413
90.285 -1.226 2.437
90.310 -1.071 2.534
90.335 -0.982 2.559
90.360 -0.760 2.583
90.385 -0.560 2.583
90.410 -0.383 2.631
90.435 -0.227 2.534
90.460 -0.072 2.534
90.485 0.039 2.534
90.510 0.239 2.510
90.535 0.416 2.364
90.560 0.527 2.267
90.585 0.683 2.145
90.610 0.794 2.170
90.635 0.838 2.000
90.660 0.971 1.902
90.685 0.971 1.781
90.710 1.082 1.659
90.735 1.171 1.465
90.760 1.105 1.368
90.785 1.105 1.198
90.810 1.105 1.076
90.835 1.082 0.906
90.860 1.038 0.809
90.885 0.927 0.615
90.910 0.816 0.469
90.935 0.705 0.396
90.960 0.638 0.299
90.985 0.527 0.129
91.010 0.350 0.031
91.035 0.194 -0.066
91.060 0.061 -0.139
91.085 -0.050 -0.139
91.110 -0.227 -0.187
91.135 -0.405 -0.236
91.160 -0.583 -0.236
91.185 -0.805 -0.236
91.210 -0.960 -0.236
91.235 -1.115 -0.236
91.260 -1.293 -0.260
91.285 -1.426 -0.187
91.310 -1.604 -0.212
91.335 -1.737 -0.114
91.360 -1.848 0.007
91.385 -2.026 0.007
91.410 -2.159 0.201
91.435 -2.270 0.226
91.460 -2.314 0.323
91.485 -2.292 0.493
91.510 -2.403 0.590
91.535 -2.403 0.712
91.560 -2.447 0.809
91.585 -2.403 0.955
91.610 -2.381 1.076
91.635 -2.381 1.198
91.660 -2.292 1.271
91.685 -2.225 1.416
91.710 -2.181 1.514
91.735 -2.026 1.635
91.760 -1.892 1.732
91.785 -1.759 1.878
91.810 -1.626 1.878
91.835 -1.448 1.927
91.860 -1.360 1.975
91.885 -1.182 2.024
91.910 -1.027 2.097
91.935 -0.827 2.170
91.960 -0.694 2.194
91.985 -0.449 2.194
92.010 -0.294 2.218
92.035 -0.094 2.170
92.060 0.083 2.121
92.085 0.283 2.121
92.110 0.439 2.048
92.135 0.550 2.024
92.160 0.772 1.975
92.185 0.860 1.878
92.210 0.860 1.781
92.235 0.994 1.757
92.260 1.127 1.635
92.285 1.105 1.562
92.310 1.193 1.392
92.335 1.216 1.295
92.360 1.238 1.246
92.385 1.149 1.149
92.410 1.149 1.003
92.435 1.105 0.955
92.460 1.016 0.858
92.485 0.905 0.736
92.510 0.838 0.639
92.535 0.705 0.542
92.560 0.638 0.445
92.585 0.483 0.372
92.610 0.328 0.347
92.635 0.150 0.250
92.660 0.017 0.226
92.685 -0.205 0.226
92.710 -0.361 0.177
92.735 -0.516 0.153
92.760 -0.760 0.104
92.785 -0.960 0.104
92.810 -1.093 0.080
92.835 -1.315 0.104
92.860 -1.448 0.129
92.885 -1.648 0.177
92.910 -1.759 0.177
92.935 -1.937 0.226
92.960 -2.026 0.372
92.985 -2.181 0.372
93.010 -2.248 0.469
93.035 -2.381 0.542
93.060 -2.381 0.590
93.085 -2.470 0.639
93.110 -2.492 0.712
93.135 -2.492 0.833
93.160 -2.470 0.930
93.185 -2.447 1.003
93.210 -2.514 1.052
93.235 -2.381 1.173
93.260 -2.270 1.246
93.285 -2.270 1.271
93.310 -2.137 1.319
93.335 -2.003 1.416
93.360 -1.848 1.538
93.385 -1.737 1.587
93.410 -1.537 1.635
93.435 -1.404 1.659
93.460 -1.226 1.708
93.485 -1.049 1.805
93.510 -0.849 1.732
93.535 -0.694 1.757
93.560 -0.494 1.732
93.585 -0.272 1.805
93.610 -0.139 1.781
93.635 0.083 1.757
93.660 0.239 1.684
93.685 0.416 1.781
93.710 0.550 1.732
93.735 0.705 1.659
93.760 0.772 1.611
93.785 0.860 1.587
93.810 1.038 1.489
93.835 1.060 1.514
93.860 1.149 1.465
93.885 1.193 1.416
93.910 1.193 1.368
93.935 1.171 1.295
93.960 1.238 1.222
93.985 1.238 1.149
94.010 1.127 1.052
94.035 1.082 1.028
94.060 1.060 0.979
94.085 0.949 0.930
94.110 0.772 0.858
94.135 0.638 0.809
94.160 0.505 0.736
94.185 0.328 0.687
94.210 0.217 0.687
94.235 0.017 0.639
94.260 -0.161 0.590
94.285 -0.405 0.615
94.310 -0.516 0.542
94.335 -0.716 0.566
94.360 -0.893 0.517
94.385 -1.093 0.517
94.410 -1.315 0.566
94.435 -1.448 0.542
94.460 -1.604 0.493
94.485 -1.804 0.517
94.510 -1.870 0.517
94.535 -2.070 0.566
94.560 -2.159 0.542
94.585 -2.248 0.639
94.610 -2.381 0.663
94.635 -2.447 0.687
94.660 -2.425 0.712
94.685 -2.536 0.785
94.710 -2.514 0.785
94.735 -2.581 0.882
94.760 -2.514 0.906
94.785 -2.514 0.930
94.810 -2.447 0.955
94.835 -2.314 1.052
94.860 -2.225 1.052
94.885 -2.114 1.173
94.910 -1.981 1.149
94.935 -1.915 1.198
94.960 -1.737 1.222
94.985 -1.604 1.198
95.010 -1.404 1.222
95.035 -1.271 1.295
95.060 -1.049 1.392
95.085 -0.893 1.392
95.110 -0.716 1.319
95.135 -0.538 1.392
95.160 -0.316 1.416
95.185 -0.183 1.416
95.210 0.017 1.368
95.235 0.172 1.368
95.260 0.394 1.392
95.285 0.572 1.392
95.310 0.705 1.416
95.335 0.794 1.368
95.360 0.905 1.392
95.385 1.038 1.368
95.410 1.127 1.319
95.435 1.149 1.392
95.460 1.260 1.295
95.485 1.260 1.344
95.510 1.282 1.295
95.535 1.216 1.271
95.560 1.260 1.198
95.585 1.216 1.222
95.610 1.149 1.125
95.635 1.016 1.173
95.660 0.949 1.149
95.685 0.816 1.101
95.710 0.661 1.101
95.735 0.483 1.101
95.760 0.372 1.028
95.785 0.261 1.003
95.810 0.106 0.979
95.835 -0.139 0.930
95.860 -0.316 0.930
95.885 -0.472 0.955
95.910 -0.671 0.930
95.935 -0.916 0.930
95.960 -1.093 0.906
95.985 -1.249 0.955
96.010 -1.404 0.906
96.035 -1.648 0.882
96.060 -1.804 0.858
96.085 -1.937 0.858
96.110 -2.026 0.882
96.135 -2.181 0.833
96.160 -2.225 0.858
96.185 -2.314 0.882
96.210 -2.425 0.858
96.235 -2.470 0.906
96.260 -2.514 0.882
96.285 -2.558 0.930
96.310 -2.514 0.858
96.335 -2.470 0.882
96.360 -2.403 0.930
96.385 -2.425 0.882
96.410 -2.292 0.882
96.435 -2.292 0.906
96.460 -2.137 0.955
96.485 -2.070 0.906
96.510 -1.937 0.833
96.535 -1.804 0.906
96.560 -1.604 0.955
96.585 -1.493 0.930
96.610 -1.315 0.930
96.635 -1.138 0.979
96.660 -0.938 1.003
96.685 -0.738 1.003
96.710 -0.516 0.979
96.735 -0.338 1.028
96.760 -0.161 0.979
96.785 0.017 1.052
96.810 0.150 1.003
96.835 0.305 1.052
96.860 0.527 1.076
96.885 0.661 1.076
96.910 0.860 1.052
96.935 0.883 1.125
96.960 1.038 1.149
96.985 1.082 1.149
97.010 1.193 1.149
97.035 1.171 1.149
97.060 1.216 1.198
97.085 1.260 1.295
97.110 1.327 1.271
97.135 1.193 1.368
97.160 1.216 1.344
97.185 1.060 1.368
97.210 1.038 1.295
97.235 0.927 1.295
97.260 0.816 1.319
97.285 0.705 1.344
97.310 0.572 1.295
97.335 0.328 1.368
97.360 0.261 1.344
97.385 0.061 1.344
97.410 -0.050 1.319
97.435 -0.250 1.368
97.460 -0.516 1.295
97.485 -0.649 1.344
97.510 -0.849 1.271
97.535 -0.982 1.246
97.560 -1.182 1.198
97.585 -1.382 1.222
97.610 -1.582 1.246
97.635 -1.759 1.222
97.660 -1.848 1.198
97.685 -1.981 1.125
97.710 -2.159 1.076
97.735 -2.248 1.101
97.760 -2.314 1.076
97.785 -2.403 1.028
97.810 -2.447 0.955
97.835 -2.470 0.882
97.860 -2.514 0.882
97.885 -2.558 0.882
97.910 -2.470 0.785
97.935 -2.492 0.785
97.960 -2.403 0.712
97.985 -2.425 0.687
98.010 -2.292 0.615
98.035 -2.181 0.663
98.060 -2.003 0.639
98.085 -1.981 0.566
98.110 -1.781 0.566
98.135 -1.648 0.566
98.160 -1.493 0.542
98.185 -1.337 0.566
98.210 -1.138 0.590
98.235 -0.982 0.590
98.260 -0.738 0.639
98.285 -0.583 0.639
98.310 -0.361 0.615
98.335 -0.250 0.639
98.360 -0.005 0.639
98.385 0.083 0.687
98.410 0.261 0.760
98.435 0.461 0.809
98.460 0.594 0.809
98.485 0.727 0.882
98.510 0.883 0.858
98.535 0.927 0.930
98.560 1.038 1.003
98.585 1.127 1.052
98.610 1.193 1.125
98.635 1.216 1.198
98.660 1.238 1.246
98.685 1.216 1.271
98.710 1.216 1.295
98.735 1.127 1.392
98.760 1.127 1.465
98.785 1.038 1.465
98.810 0.949 1.465
98.835 0.772 1.514
98.860 0.683 1.587
98.885 0.505 1.659
98.910 0.372 1.635
98.935 0.261 1.684
98.960 0.083 1.732
98.985 -0.050 1.757
99.010 -0.272 1.684
99.035 -0.427 1.708
99.060 -0.605 1.732
99.085 -0.782 1.708
99.110 -0.982 1.659
99.135 -1.160 1.684
99.160 -1.271 1.587
99.185 -1.493 1.538
99.210 -1.626 1.489
99.235 -1.870 1.416
99.260 -1.981 1.368
99.285 -2.070 1.344
99.310 -2.114 1.295
99.335 -2.292 1.198
99.360 -2.314 1.198
99.385 -2.425 1.101
99.410 -2.425 1.003
99.435 -2.514 0.882
99.460 -2.514 0.833
99.485 -2.447 0.760
99.510 -2.425 0.687
99.535 -2.425 0.639
99.560 -2.292 0.590
99.585 -2.225 0.590
99.610 -2.137 0.493
99.635 -2.048 0.420
99.660 -1.915 0.372
99.685 -1.826 0.372
99.710 -1.648 0.299
99.735 -1.426 0.274
99.760 -1.315 0.250
99.785 -1.182 0.226
99.810 -0.938 0.201
99.835 -0.805 0.226
99.860 -0.605 0.177
99.885 -0.494 0.226
99.910 -0.294 0.299
99.935 -0.072 0.323
99.960 0.083 0.372
99.985 0.239 0.396
100.010 0.372 0.517
100.035 0.505 0.590
100.060 0.661 0.590
100.085 0.794 0.663
100.110 0.883 0.809
100.135 0.971 0.930
100.160 1.060 0.906
100.185 1.060 1.003
100.210 1.105 1.076
100.235 1.127 1.198
100.260 1.216 1.271
100.285 1.149 1.392
100.310 1.082 1.441
100.335 1.060 1.538
100.360 0.994 1.562
100.385 0.927 1.708
100.410 0.816 1.805
100.435 0.705 1.902
100.460 0.550 1.951
100.485 0.394 1.951
100.510 0.239 1.902
100.535 0.106 2.000
100.560 -0.072 2.048
100.585 -0.227 2.073
100.610 -0.405 2.097
100.635 -0.605 2.048
100.660 -0.782 2.000
100.685 -0.938 2.073
100.710 -1.093 2.000
100.735 -1.293 1.951
100.760 -1.471 1.902
100.785 -1.559 1.830
100.810 -1.715 1.757
100.835 -1.892 1.684
100.860 -1.937 1.659
100.885 -2.092 1.514
100.910 -2.159 1.392
100.935 -2.203 1.271
100.960 -2.270 1.198
100.985 -2.314 1.101
101.010 -2.359 1.003
101.035 -2.381 0.858
101.060 -2.381 0.760
101.085 -2.336 0.663
101.110 -2.336 0.566
101.135 -2.270 0.469
101.160 -2.203 0.372
101.185 -2.159 0.226
101.210 -2.048 0.226
101.235 -1.892 0.153
101.260 -1.715 0.056
101.285 -1.648 -0.017
101.310 -1.471 0.031
101.335 -1.337 -0.066
101.360 -1.160 -0.163
101.385 -1.004 -0.139
101.410 -0.827 -0.139
101.435 -0.671 -0.090
101.460 -0.472 -0.163
101.485 -0.294 -0.041
101.510 -0.139 -0.041
101.535 -0.005 0.056
101.560 0.172 0.104
101.585 0.350 0.177
101.610 0.394 0.250
101.635 0.572 0.347
101.660 0.705 0.469
101.685 0.794 0.542
101.710 0.905 0.639
101.735 0.927 0.785
101.760 1.016 0.833
101.785 1.082 0.979
101.810 1.082 1.101
101.835 1.060 1.271
101.860 1.038 1.416
101.885 1.038 1.562
101.910 0.949 1.659
101.935 0.883 1.732
101.960 0.838 1.878
101.985 0.749 1.951
102.010 0.661 2.097
102.035 0.550 2.170
102.060 0.461 2.218
102.085 0.305 2.243
102.110 0.083 2.364
102.135 -0.072 2.389
102.160 -0.205 2.437
102.185 -0.361 2.389
102.210 -0.538 2.364
102.235 -0.694 2.364
102.260 -0.871 2.291
102.285 -1.049 2.316
102.310 -1.249 2.291
102.335 -1.404 2.218
102.360 -1.515 2.097
102.385 -1.693 2.097
102.410 -1.804 1.951
102.435 -1.892 1.854
102.460 -1.959 1.732
102.485 -2.003 1.684
102.510 -2.159 1.489
102.535 -2.225 1.368
102.560 -2.270 1.198
102.585 -2.292 1.028
102.610 -2.292 0.955
102.635 -2.270 0.785
102.660 -2.292 0.566
102.685 -2.225 0.517
102.710 -2.181 0.347
102.735 -2.070 0.250
102.760 -2.070 0.104
102.785 -1.981 -0.066
102.810 -1.892 -0.139
102.835 -1.715 -0.163
102.860 -1.626 -0.212
102.885 -1.448 -0.333
102.910 -1.315 -0.382
102.935 -1.115 -0.382
102.960 -0.982 -0.357
102.985 -0.827 -0.455
103.010 -0.694 -0.455
103.035 -0.538 -0.406
103.060 -0.427 -0.357
103.085 -0.205 -0.382
103.110 -0.050 -0.284
103.135 0.083 -0.212
103.160 0.194 -0.090
103.185 0.372 -0.017
103.210 0.483 0.080
103.235 0.638 0.250
103.260 0.683 0.372
103.285 0.772 0.469
103.310 0.749 0.639
103.335 0.838 0.736
103.360 0.905 0.906
103.385 0.927 1.052
103.410 0.927 1.173
103.435 1.016 1.392
103.460 0.971 1.562
103.485 0.949 1.732
103.510 0.883 1.854
103.535 0.838 2.024
103.560 0.638 2.121
103.585 0.594 2.194
103.610 0.439 2.364
103.635 0.394 2.437
103.660 0.172 2.461
103.685 0.083 2.607
103.710 -0.072 2.656
103.735 -0.227 2.631
103.760 -0.405 2.680
103.785 -0.538 2.729
103.810 -0.738 2.704
103.835 -0.849 2.656
103.860 -0.960 2.656
103.885 -1.138 2.583
103.910 -1.293 2.583
103.935 -1.493 2.437
103.960 -1.582 2.316
103.985 -1.670 2.218
104.010 -1.781 2.073
104.035 -1.870 1.975
104.060 -1.959 1.805
104.085 -1.981 1.659
104.110 -2.048 1.514
104.135 -2.048 1.319
104.160 -2.114 1.149
104.185 -2.159 0.955
104.210 -2.137 0.833
104.235 -2.159 0.663
104.260 -2.114 0.445
104.285 -1.981 0.274
104.310 -2.003 0.153
104.335 -1.870 0.007
104.360 -1.804 -0.139
104.385 -1.737 -0.357
104.410 -1.670 -0.382
104.435 -1.471 -0.455
104.460 -1.448 -0.552
104.485 -1.315 -0.649
104.510 -1.093 -0.673
104.535 -0.960 -0.722
104.560 -0.849 -0.722
104.585 -0.760 -0.770
104.610 -0.605 -0.770
104.635 -0.405 -0.746
104.660 -0.294 -0.649
104.685 -0.139 -0.576
104.710 -0.028 -0.552
104.735 0.128 -0.406
104.760 0.172 -0.284
104.785 0.328 -0.163
104.810 0.394 0.007
104.835 0.572 0.153
104.860 0.572 0.250
104.885 0.705 0.445
104.910 0.749 0.663
104.935 0.794 0.858
104.960 0.727 1.028
104.985 0.794 1.222
105.010 0.772 1.368
105.035 0.772 1.562
105.060 0.749 1.732
105.085 0.705 1.854
105.110 0.616 2.048
105.135 0.572 2.243
105.160 0.483 2.364
105.185 0.416 2.534
105.210 0.283 2.631
105.235 0.128 2.753
105.260 -0.005 2.850
105.285 -0.094 2.874
105.310 -0.294 2.899
105.335 -0.361 2.947
105.360 -0.472 3.020
105.385 -0.671 2.996
105.410 -0.805 2.972
105.435 -0.960 2.923
105.460 -1.071 2.923
105.485 -1.204 2.826
105.510 -1.337 2.729
105.535 -1.404 2.583
105.560 -1.559 2.534
105.585 -1.670 2.316
105.610 -1.715 2.218
105.635 -1.737 2.024
105.660 -1.848 1.854
105.685 -1.915 1.635
105.710 -1.915 1.489
105.735 -2.003 1.246
105.760 -2.003 1.052
105.785 -2.048 0.833
105.810 -2.048 0.639
105.835 -2.003 0.445
105.860 -1.959 0.250
105.885 -1.870 0.104
105.910 -1.848 -0.066
105.935 -1.781 -0.284
105.960 -1.670 -0.406
105.985 -1.537 -0.527
